submission_count,problem_solved,follower_count,max_rating,rating,rank_enc,contribution_abs,user_id_enc
70,57,11,309.346,277.81,1,0,1958
96,65,28,315.654,279.817,1,0,3079
56,53,10,318.807,299.025,1,0,580
81,71,4,312.213,242.259,1,0,2105
1481,1289,230,488.532,422.305,3,0,2864
39,36,8,307.339,298.165,1,0,2096
224,195,2,355.218,322.534,3,0,1398
125,88,14,468.177,418.578,3,7,643
404,382,351,471.33,471.33,0,0,3266
154,121,3,330.849,329.415,3,0,766
13,8,0,304.186,285.55,1,0,2184
681,641,36,628.44,573.9680000000002,0,30,2644
318,257,63,537.557,522.362,0,0,1439
172,144,60,385.034,385.034,3,0,1721
260,228,25,317.374,293.578,1,0,3522
465,397,35,394.209,324.828,3,1,822
30,17,3,331.995,237.099,1,0,2078
29,26,3,304.186,304.186,1,0,2779
400,342,27,384.461,352.064,3,0,3274
40,33,6,381.881,339.45,3,0,1233
110,82,0,304.186,304.186,1,0,3247
498,460,356,548.739,517.775,0,101,2202
521,467,54,698.681,617.8330000000002,2,24,2632
92,78,13,382.741,326.548,3,0,811
40,29,4,320.814,189.794,1,0,1082
387,360,6,339.163,331.995,3,0,2081
581,552,25,545.011,525.803,0,0,1408
620,586,5,429.186,429.186,3,0,2161
1108,1066,117,524.369,491.972,0,9,2927
153,133,4,489.106,489.106,0,8,911
138,109,11,321.388,270.642,1,14,3136
35,32,4,350.344,350.344,3,0,69
103,80,6,305.906,186.353,1,0,3414
238,206,14,414.278,380.161,3,2,317
357,342,13,418.865,385.034,3,1,2442
631,594,39,463.589,429.186,3,11,2671
219,171,32,341.17,341.17,3,0,1078
429,370,4,423.165,374.14,3,0,2129
332,301,27,401.376,401.376,3,3,8
70,61,16,306.766,143.922,1,0,3324
201,191,28,481.078,476.204,0,0,3046
341,324,13,455.275,439.22,3,0,3504
617,539,23,473.05,472.19,0,0,1024
216,187,6,379.3,356.0780000000001,3,0,869
487,477,9,344.897,284.69,1,11,1589
60,48,1,305.619,270.356,1,0,3068
377,358,39,513.475,468.75,0,0,1828
4,1,3,304.186,272.649,1,0,2460
37,29,0,305.619,242.546,1,0,569
505,453,59,395.356,352.9240000000001,3,0,3253
61,51,18,366.399,351.204,3,0,3250
29,18,3,304.186,259.748,1,0,1154
157,136,3,329.9890000000001,329.9890000000001,3,0,1300
276,239,76,501.147,459.862,0,53,918
338,303,114,463.589,463.589,0,0,599
393,372,7,386.181,347.477,3,0,2645
338,300,54,465.023,465.023,0,25,1485
718,675,136,446.388,388.1880000000001,3,1,2391
78,68,9,326.835,282.97,1,0,3085
326,284,39,314.507,258.028,1,0,1804
428,396,21,336.869,328.2680000000001,3,0,3123
215,203,16,410.55,406.823,3,0,1450
141,138,12,386.181,386.181,3,0,2607
57,40,2,321.961,289.851,1,0,559
901,793,101,396.789,368.119,3,0,1780
175,148,6,367.259,318.2340000000001,3,6,751
71,42,0,355.218,220.757,1,0,126
43,33,0,316.2270000000001,222.477,1,0,2602
624,576,60,447.821,447.821,3,1,1440
45,33,0,375.573,322.534,3,0,3376
572,503,126,451.835,395.642,3,0,2339
120,90,42,349.19699999999995,342.31699999999995,3,0,1130
270,205,49,318.807,318.807,3,3,3155
160,149,6,319.954,249.14,1,0,804
77,59,14,307.626,92.03,1,0,186
178,161,1,403.383,403.383,3,0,541
83,68,20,327.695,327.695,3,1,1194
24,18,3,333.4290000000001,321.101,3,0,2409
167,129,28,334.576,310.78,1,4,1005
768,700,7,465.31,398.509,3,3,3526
220,203,3,316.514,252.58,1,2,506
261,232,70,343.75,268.922,1,0,2763
902,795,49,418.865,364.966,3,28,667
143,124,13,315.94,209.576,1,0,2251
171,129,14,306.193,277.81,1,0,1037
111,76,16,319.954,250.287,1,0,1963
344,300,27,326.548,314.7940000000001,3,0,3045
43,30,0,305.906,130.734,1,0,2618
145,118,26,307.053,187.787,1,0,2670
712,620,24,306.193,255.161,1,8,2057
196,160,28,322.248,302.466,1,0,3006
465,445,18,399.083,377.007,3,1,2762
59,42,13,311.64,282.11,1,0,1002
99,83,31,344.61,293.578,1,1,1239
63,46,8,315.654,286.411,1,0,3438
238,217,8,306.4790000000001,241.972,1,0,19
170,131,52,446.388,386.755,3,12,796
232,211,15,307.339,277.523,1,0,362
167,153,21,325.975,288.704,1,0,876
1371,1346,131,654.817,594.323,0,24,1266
389,335,85,483.085,483.085,0,5,706
1621,1484,146,627.867,508.888,0,53,3479
20,19,0,321.101,321.101,3,0,1878
28,28,0,313.073,305.046,1,0,2855
87,53,8,371.56,278.67,1,0,1870
239,228,18,343.177,276.089,1,0,2074
934,909,10575,983.085,911.124,2,171,349
15,8,3,309.92,274.656,1,0,1724
531,510,13,509.461,502.007,0,4,1553
20,19,3,493.406,482.225,0,0,1369
273,218,76,313.647,258.888,1,2,557
337,327,107,456.422,456.422,0,0,1146
129,87,9,389.622,389.622,3,0,2905
166,143,11,313.073,225.917,1,0,2532
514,414,129,401.089,307.626,1,0,2368
247,201,11,311.927,238.819,1,0,3559
84,73,120,502.007,499.713,0,10,0
87,68,10,307.053,161.124,1,0,1208
171,140,32,340.31,278.383,1,0,3282
64,52,13,501.147,451.835,3,0,101
108,88,3,323.108,237.959,1,0,2349
299,250,63,410.837,334.862,3,8,1933
136,123,1,407.397,394.782,3,0,1504
124,96,16,307.626,260.608,1,0,681
260,251,8,456.422,447.821,3,0,3215
1189,1129,23,501.43300000000005,478.211,0,9,1421
53,46,4,321.961,264.335,1,0,3053
590,548,37,383.601,352.351,3,0,2628
726,724,126,473.337,425.459,3,19,1554
187,164,1,403.096,403.096,3,0,1366
151,117,27,373.853,294.725,1,0,2182
406,340,39,494.266,467.03,0,22,1606
37,33,2,373.28,344.037,3,0,451
1087,984,85,505.447,491.112,0,7,1481
86,74,10,419.725,407.397,3,0,1992
149,127,19,312.213,216.743,1,14,1623
7,3,0,313.647,280.39,1,0,901
120,100,8,325.975,232.511,1,0,826
97,65,10,305.333,110.665,1,9,2700
45,31,6,307.913,252.007,1,0,963
357,350,0,388.1880000000001,370.413,3,2,2032
118,90,2,307.339,280.39,1,0,2261
710,625,306,757.1669999999998,703.842,2,55,1392
13,10,0,322.821,322.821,3,0,79
635,559,314,408.544,372.99300000000005,3,21,1647
265,235,32,472.764,452.982,3,1,1668
1251,1147,416,481.651,397.649,3,15,863
153,128,13,349.19699999999995,325.975,3,6,197
141,129,3,331.995,315.94,3,0,713
99,78,0,313.073,293.578,1,0,2639
16,8,1,313.073,210.722,1,0,849
175,159,16,319.954,306.766,1,0,1723
126,86,0,319.954,266.342,1,0,2157
83,65,3,303.899,119.839,1,0,1038
53,34,4,321.101,321.101,3,0,2024
159,141,19,321.101,249.14,1,0,1477
225,209,16,467.03,438.36,3,4,1846
271,244,32,438.36,405.677,3,0,1223
137,106,12,311.067,290.138,1,0,3461
41,31,15,317.087,211.583,1,0,479
744,697,21,503.44,402.81,3,1,3434
146,122,17,309.92,206.995,1,0,1593
128,108,16,324.255,292.718,1,0,405
131,116,2,305.906,261.181,1,1,1496
158,132,10,323.968,276.089,1,0,1097
24,17,1,315.94,268.349,1,0,61
168,142,10,333.716,333.716,3,1,3133
80,67,7,324.541,324.541,3,0,2780
616,584,95,489.966,485.092,0,6,2897
158,144,6,397.649,295.298,1,0,2035
331,293,2,469.323,469.323,0,1,3263
373,312,41,373.567,330.849,3,0,850
459,419,47,304.759,243.979,1,0,873
277,244,67,525.803,478.4980000000001,0,0,417
64,57,5,352.6380000000001,262.041,1,0,2685
791,738,0,367.833,321.6740000000001,3,1,2351
191,165,3,379.587,367.546,3,0,1814
190,112,5,316.2270000000001,207.282,1,16,3190
259,213,25,313.933,293.005,1,0,2397
168,109,27,483.945,458.716,0,0,445
75,60,10,307.339,220.183,1,2,1427
149,135,0,313.933,282.397,1,0,1561
614,539,21,468.75,450.975,3,0,2343
6,5,0,325.115,301.606,1,0,1689
161,142,28,465.883,404.817,3,1,3509
64,52,14,307.339,201.548,1,0,674
1258,1055,123,433.2,351.204,3,8,1101
84,75,5,320.241,245.126,1,0,1712
27,21,2,333.4290000000001,299.885,1,0,2306
734,711,59,404.24300000000005,395.069,3,30,2554
82,75,0,321.6740000000001,254.874,1,0,1248
127,99,3,349.19699999999995,338.589,3,0,330
166,152,34,573.1080000000002,560.78,0,0,3298
343,343,14,476.491,469.61,0,0,747
476,417,15,402.236,358.658,3,0,1179
9,4,0,315.08,283.257,1,0,2755
24,18,0,338.589,243.979,1,0,2826
317,213,3,316.2270000000001,256.021,1,0,642
240,218,50,319.954,291.284,1,0,1013
988,955,43,482.798,473.911,0,8,1603
1,0,0,304.186,304.186,1,0,1347
14,12,1,366.112,366.112,3,0,1131
62,53,4,321.388,265.482,1,0,2141
885,772,114,418.005,367.833,3,15,1181
152,133,31,524.369,417.718,3,17,2573
506,455,52,397.936,360.378,3,2,2066
60,53,1,313.647,197.248,1,0,2053
731,676,152,386.181,340.8830000000001,3,0,2209
1175,1048,101,548.452,446.101,3,16,1257
761,643,120,408.544,346.0440000000001,3,13,2611
46,34,0,349.4840000000001,313.073,3,6,163
258,220,54,539.564,501.43300000000005,0,0,107
6,4,1,383.314,383.314,3,0,1219
135,129,20,316.8,285.264,1,0,357
37,35,3,333.4290000000001,258.888,1,0,858
161,99,1,312.213,229.644,1,0,1764
1391,1306,222,667.431,605.7909999999998,2,67,1424
162,153,17,332.856,305.619,1,0,307
1763,1685,141,654.817,630.161,2,33,631
329,319,8,338.30300000000005,300.459,1,0,3318
353,285,15,365.539,325.115,3,12,1458
543,513,60,389.048,375.86,3,0,3180
188,159,4,397.936,388.761,3,0,1221
9,5,0,307.626,189.794,1,0,1290
48,32,12,311.64,171.445,1,0,848
37,24,1,356.9380000000001,301.032,1,0,2582
141,107,15,368.406,356.365,3,0,3122
27,22,9,483.085,483.085,0,0,1632
184,153,44,484.232,484.232,0,20,1133
324,284,59,386.468,310.493,1,0,1259
386,351,13,372.42,325.401,3,6,3125
480,404,42,354.931,328.555,3,5,190
68,53,1,305.906,305.906,1,0,558
1138,1117,23,483.372,463.30300000000005,0,27,2033
654,557,133,532.11,426.319,3,10,1436
428,398,8,515.195,510.608,0,0,1936
251,236,12,369.839,353.211,3,0,2843
54,48,4,306.766,11.755,1,0,2226
79,67,5,368.979,317.374,3,0,2069
37,31,0,305.046,277.236,1,0,1559
49,40,10,342.603,276.089,1,0,2992
504,444,342,486.812,459.289,0,26,1287
154,116,24,319.954,245.413,1,0,436
696,629,42,511.755,479.071,0,1,635
400,366,18,484.518,475.631,0,0,2002
3,3,0,304.186,304.186,1,0,585
57,47,5,389.908,367.546,3,0,802
472,389,275,563.073,458.429,0,1,2553
476,407,1,428.326,419.4380000000001,3,0,1414
2,1,0,305.906,272.649,1,0,1132
113,102,0,320.814,280.963,1,0,3498
671,635,35,401.089,399.656,3,13,704
286,255,81,405.39,382.167,3,23,398
353,328,3,317.374,212.443,1,0,2950
9,6,0,357.798,350.917,3,0,13
235,172,177,554.186,545.872,0,85,2254
198,186,7,453.842,453.842,3,0,413
352,331,47,319.954,318.2340000000001,3,0,2768
230,212,12,328.2680000000001,298.165,1,0,2656
55,40,7,328.555,294.725,1,0,1475
242,211,18,313.073,306.193,1,0,2598
260,247,76,503.727,503.727,0,0,3277
39,28,5,313.933,262.041,1,6,833
719,654,5,454.989,454.989,3,0,2146
57,37,5,325.115,277.81,1,0,2808
205,173,13,356.651,341.456,3,1,450
14,10,0,336.009,307.053,1,0,276
997,882,361,770.069,676.8919999999998,2,126,1791
269,231,35,403.096,398.222,3,3,697
22,10,9,304.186,288.4170000000001,1,0,103
403,377,60,383.888,383.888,3,6,246
68,57,19,344.61,344.61,3,0,1980
112,108,2,342.603,319.954,3,0,623
393,310,30,354.644,322.248,3,0,1543
14,14,0,361.525,359.5180000000001,3,0,6
801,792,71,364.106,345.18300000000005,3,1,2424
29,20,1,327.122,315.94,3,0,86
134,96,5,347.477,319.954,3,0,1642
245,230,4,306.193,270.92900000000003,1,0,2484
232,208,44,315.08,217.603,1,0,58
852,801,43,402.81,369.839,3,17,2744
1287,1185,544,769.209,737.0989999999998,2,32,1027
589,498,9,389.335,326.548,3,0,2190
10,6,3,331.422,293.291,1,0,526
41,39,1,319.094,284.69,1,0,2358
49,39,4,313.073,206.135,1,0,1770
14,12,0,316.2270000000001,293.291,1,0,2216
37,31,4,338.016,276.089,1,0,2536
148,133,4,321.101,256.594,1,0,2622
365,346,26,315.94,226.778,1,0,973
55,53,1,320.528,298.165,1,0,592
625,536,1054,778.67,770.069,2,152,1206
301,267,23,314.7940000000001,237.099,1,0,370
370,336,30,307.339,295.585,1,10,917
135,119,13,383.601,371.56,3,0,116
74,56,10,358.945,328.2680000000001,3,0,1185
267,232,27,345.47,345.47,3,0,318
614,545,22,474.771,474.771,0,0,1220
216,199,1,313.36,196.101,1,0,552
1194,1107,142,613.5319999999998,595.183,0,102,1643
105,89,26,354.644,315.367,3,0,937
402,349,22,430.906,417.144,3,21,2702
517,472,51,307.339,236.525,1,0,2733
235,227,14,310.206,232.798,1,0,1600
1282,1234,71,457.282,429.186,3,26,2724
776,654,43,338.589,317.374,3,0,680
23,20,3,336.296,299.885,1,0,3338
267,263,0,308.2,227.924,1,12,464
2001,1924,272,499.713,489.392,0,7,1888
753,697,36,497.42,479.644,0,0,1411
10,7,1,329.1280000000001,303.899,1,0,3558
190,168,23,316.514,304.472,1,0,3472
232,229,11,305.619,144.495,1,0,1021
169,156,27,499.427,484.518,0,7,1093
230,194,24,305.906,216.743,1,0,2088
44,43,3,305.046,276.663,1,0,1968
6,5,0,314.7940000000001,314.7940000000001,3,0,2201
361,333,73,383.028,383.028,3,0,205
82,74,4,352.351,314.22,3,1,3238
32,27,40,432.626,397.076,3,0,280
431,360,3,362.099,338.016,3,0,1998
22,14,4,329.9890000000001,278.67,1,0,409
9,4,0,329.9890000000001,317.374,3,0,800
10,3,1,321.961,321.961,3,0,1996
129,116,5,331.709,249.427,1,0,2794
51,44,7,312.213,288.991,1,0,244
450,433,17,394.209,387.901,3,13,2814
92,72,22,365.826,360.952,3,10,609
452,402,1,367.259,295.298,1,7,3071
50,45,1,440.654,440.654,3,0,1108
4,2,0,304.186,304.186,1,0,1177
532,447,30,371.56,370.413,3,0,2363
275,235,19,396.789,396.789,3,0,3463
350,337,10,313.933,244.83900000000003,1,0,1292
21,19,1,376.72,376.72,3,0,1977
1385,1284,94,494.266,432.626,3,11,1861
76,68,11,344.897,331.135,3,0,1199
620,534,43,558.773,467.317,0,0,3468
71,51,20,419.151,419.151,3,0,815
582,524,141,465.31,376.72,3,3,3396
23,19,11,400.229,377.867,3,0,1399
349,316,32,404.817,398.222,3,0,2606
58,50,10,480.218,421.732,3,0,177
30,26,34,321.961,281.5370000000001,1,0,1365
372,346,15,455.562,427.752,3,6,135
163,154,57,418.865,397.936,3,17,1327
294,279,26,396.502,358.372,3,2,262
83,60,20,309.633,193.807,1,0,1630
34,25,7,313.073,272.362,1,0,2558
132,109,12,394.495,368.119,3,0,1911
14,9,0,310.206,235.952,1,0,762
179,166,17,321.101,288.704,1,0,1268
729,706,20,434.633,417.144,3,0,719
158,134,75,578.268,533.544,0,0,3565
57,21,2,305.906,295.585,1,0,1753
242,215,55,562.2130000000002,562.2130000000002,0,0,1457
15,11,4,335.722,305.333,1,0,2862
389,342,53,342.603,263.475,1,0,996
475,470,5,342.31699999999995,342.31699999999995,3,0,2497
1138,1091,92,485.952,394.495,3,0,2098
525,466,1,309.633,260.034,1,0,2776
340,318,36,493.406,409.117,3,0,2047
27,25,0,307.626,274.083,1,0,1993
50,44,17,500.573,473.05,0,0,3499
551,500,44,481.078,481.078,0,1,2884
82,78,2,395.356,288.991,1,0,2162
341,320,12,306.193,242.259,1,0,2281
49,40,11,324.255,265.482,1,0,3291
457,421,30,312.213,256.594,1,1,2738
290,253,2,325.688,276.95,1,4,3400
362,317,35,489.966,366.399,3,17,335
5,4,2,420.872,420.872,3,0,820
6,2,0,315.08,315.08,3,0,2200
153,137,33,306.193,272.649,1,0,2401
1208,1150,156,507.454,403.096,3,1,1337
651,645,5,407.397,385.321,3,0,1042
312,258,91,465.023,444.094,3,35,2829
19,18,7,477.351,477.351,0,0,1091
73,59,10,361.239,247.42,1,0,2373
151,126,28,313.073,225.917,1,0,1145
851,727,139,482.798,460.722,0,0,3151
229,182,11,345.47,332.856,3,0,2588
110,95,67,426.319,426.319,3,5,2913
117,91,9,327.695,284.117,1,6,284
122,106,5,340.31,305.333,1,0,3027
224,201,25,450.115,449.541,3,8,1329
288,268,3,394.495,394.495,3,6,1283
30,22,3,304.472,233.658,1,0,1265
414,370,23,513.188,513.188,0,1,2398
34,30,12,318.521,302.466,1,0,1931
116,111,11,353.211,353.211,3,0,1090
84,66,23,305.046,186.067,1,0,834
527,497,12,320.528,292.144,1,8,1572
27,22,15,436.067,360.952,3,0,2137
213,168,38,306.4790000000001,294.438,1,0,2832
164,131,47,358.085,356.0780000000001,3,1,1304
271,227,0,311.927,286.9840000000001,1,0,854
1387,1330,2014,666.8580000000002,619.266,2,116,2749
96,83,10,347.19,263.475,1,0,1675
369,314,64,599.484,521.789,0,0,3494
67,66,4,493.119,493.119,0,0,1171
78,77,4,459.862,459.862,0,0,347
52,44,25,336.296,285.55,1,0,2369
2,1,0,317.087,317.087,3,0,2650
52,27,1,318.521,240.539,1,0,3374
267,243,486,779.817,696.388,2,109,3437
316,284,13,481.365,450.6880000000001,3,0,3308
88,63,0,307.626,231.651,1,0,2777
206,194,6,383.028,362.672,3,0,3287
20,12,1,324.828,218.463,1,0,1582
118,102,16,306.766,189.22,1,0,3212
68,54,4,342.31699999999995,266.915,1,0,1389
302,271,21,488.819,422.305,3,0,1640
1586,1450,363,582.569,579.415,0,13,3368
326,266,32,458.429,423.452,3,13,1190
408,389,12,442.087,416.571,3,10,180
460,367,13,515.482,461.583,0,0,1844
280,251,8,317.374,287.844,1,0,2452
652,595,132,655.677,577.695,0,20,1183
493,404,69,330.5619999999999,290.4240000000001,1,4,1515
1748,1687,247,627.294,554.472,0,1,1309
92,72,5,317.374,279.817,1,0,1119
239,205,7,315.367,199.828,1,0,1330
476,426,26,358.658,332.569,3,7,639
2206,2152,454,660.2639999999999,630.734,2,85,2238
62,53,12,329.9890000000001,283.83,1,0,3452
447,427,36,394.782,394.782,3,4,2866
42,39,0,385.321,369.839,3,3,2613
425,372,33,315.94,243.979,1,0,2411
470,428,5,306.193,279.243,1,6,2715
106,89,8,320.814,281.823,1,0,2123
528,484,101,445.528,433.773,3,0,3304
42,34,1,321.6740000000001,295.872,1,11,1396
304,239,36,367.546,247.993,1,0,2535
167,143,16,319.381,291.571,1,2,2503
430,419,54,307.913,293.865,1,0,412
480,438,84,473.05,456.135,0,47,3040
52,50,0,389.335,389.335,3,0,2626
454,394,32,539.851,492.259,0,0,1163
8,5,1,326.835,303.899,1,0,2041
777,731,8,364.392,342.603,3,0,2807
201,178,57,719.323,719.323,2,0,3080
424,408,97,415.424,408.544,3,69,1322
310,281,0,372.99300000000005,358.658,3,0,2318
27,20,0,315.367,253.44,1,0,548
153,126,12,304.759,251.72,1,0,3127
8,7,0,348.337,319.954,3,0,3552
333,277,58,461.583,396.502,3,4,1355
211,193,20,316.514,226.491,1,9,1788
54,42,5,317.087,296.158,1,0,3256
7,2,1,310.78,254.3,1,0,1692
913,842,497,629.014,613.245,2,24,1583
322,297,4,422.018,389.908,3,0,1799
203,181,29,473.05,454.989,3,0,637
32,26,14,506.594,506.594,0,5,294
130,80,13,305.333,216.456,1,0,414
110,97,13,410.55,386.181,3,0,2480
55,44,3,321.101,153.67,1,0,528
246,187,12,317.374,246.846,1,2,2578
448,437,6,379.3,379.3,3,15,497
154,134,4,357.798,354.644,3,0,271
687,633,10,371.273,301.892,1,9,1838
90,72,4,391.628,300.745,1,8,881
129,116,20,339.736,331.709,3,0,619
226,172,7,368.119,342.89,3,0,407
92,61,17,331.135,325.975,3,0,2865
22,18,4,321.6740000000001,287.844,1,0,2887
371,353,97,394.495,368.693,3,0,540
894,801,65,478.211,459.002,0,6,233
1032,947,248,722.19,675.745,2,116,2068
722,655,78,572.821,533.83,0,0,788
163,147,4,323.108,248.567,1,0,3107
244,217,22,325.688,200.975,1,0,1499
196,177,17,311.067,288.4170000000001,1,7,132
200,164,2,307.626,307.626,1,0,739
222,196,12,392.775,392.775,3,1,2990
40,23,5,309.633,134.748,1,0,2596
272,257,18,307.626,285.55,1,0,498
20,9,0,306.766,264.622,1,0,1533
28,17,0,308.486,251.72,1,0,380
42,26,4,325.115,236.239,1,0,2437
539,414,115,462.156,455.849,0,20,1637
904,770,91,359.805,292.144,1,0,1062
234,221,6,525.516,525.516,0,22,57
51,40,10,328.2680000000001,309.633,1,3,2769
132,97,23,391.342,391.342,3,1,42
1,0,0,304.186,304.186,1,0,3491
3,0,0,304.186,304.186,1,0,2548
323,294,29,327.122,305.333,1,0,3364
344,307,116,406.537,334.576,3,0,368
130,103,22,357.225,352.6380000000001,3,0,2653
791,697,12,316.514,269.782,1,0,2902
82,58,2,331.709,252.867,1,0,2512
58,41,0,304.186,248.567,1,0,1921
147,115,29,343.463,305.619,1,0,2529
253,213,44,435.78,435.78,3,9,3095
126,104,6,375.0,368.693,3,2,98
46,43,41,583.716,583.716,0,0,732
302,247,7,345.75699999999995,313.647,3,10,582
1,0,0,304.186,304.186,1,0,487
174,149,8,416.571,379.3,3,0,2951
695,685,24,305.333,277.236,1,0,1430
405,382,12,387.615,360.092,3,3,2783
354,338,2,530.39,487.385,0,0,3352
667,586,14,305.619,303.612,1,32,327
301,290,7,332.282,312.5,3,0,2142
57,48,7,399.369,387.615,3,0,2038
844,752,60,382.454,351.778,3,0,979
71,61,5,375.287,375.287,3,3,2571
539,480,0,346.0440000000001,328.555,3,0,1772
333,309,19,498.567,464.45,0,0,2540
660,574,130,456.135,456.135,0,30,782
112,81,10,416.284,404.24300000000005,3,0,1748
253,240,84,605.2180000000002,605.2180000000002,2,124,627
430,392,4,340.31,314.22,3,0,744
7,5,0,304.186,304.186,1,0,3300
464,411,224,470.47,468.177,0,0,1344
153,111,6,307.626,243.11900000000003,1,0,490
876,794,22,510.321,451.548,3,0,2858
13,8,4,321.6740000000001,293.291,1,0,418
399,359,615,731.938,664.8510000000001,2,133,1452
123,102,3,308.773,142.489,1,0,2811
358,323,165,569.094,533.83,0,1,910
296,272,215,459.289,425.459,3,6,527
210,178,72,514.048,502.867,0,3,482
59,54,4,341.456,250.287,1,0,2556
216,181,55,559.346,557.053,0,17,141
88,69,9,312.5,234.805,1,0,3251
898,809,110,454.415,416.284,3,2,3433
13,7,0,325.115,270.069,1,0,1061
163,145,5,394.495,391.342,3,0,389
127,101,3,420.011,357.798,3,0,3378
591,521,20,408.544,379.3,3,4,1064
115,95,5,343.75,320.814,3,0,2059
1116,1031,27,553.612,535.837,0,0,1880
857,801,232,536.697,512.901,0,40,1169
1102,747,25,391.628,270.92900000000003,1,0,1711
372,345,48,309.346,298.7390000000001,1,1,39
47,41,4,325.401,283.5440000000001,1,0,2882
116,90,39,312.7870000000001,291.858,1,0,3404
148,122,5,313.933,231.078,1,0,386
146,123,1,332.282,306.193,1,13,1597
62,51,4,320.814,292.431,1,0,2076
1026,890,96,503.154,474.197,0,0,264
191,143,12,334.0019999999999,308.773,1,0,1591
132,97,1,319.381,232.798,1,0,813
869,774,186,481.365,448.681,3,6,375
91,78,15,309.633,277.523,1,0,55
40,32,3,307.626,262.041,1,0,1787
47,44,2,317.087,312.5,3,0,2256
62,48,7,321.6740000000001,271.789,1,0,274
43,25,3,305.619,251.433,1,1,1577
173,168,0,339.45,309.633,1,0,2125
231,190,53,413.704,367.259,3,0,608
119,110,10,508.028,477.064,0,0,1779
518,453,69,484.518,484.518,0,20,2609
587,547,47,423.739,423.739,3,2,3401
206,176,3,309.92,282.397,1,0,2672
6,4,3,317.374,311.353,1,0,1635
140,125,10,331.135,312.213,1,0,1054
575,567,15,349.19699999999995,293.865,1,0,1951
130,99,36,310.78,253.727,1,0,1214
904,837,54,341.17,318.807,3,2,3200
512,487,39,317.087,284.117,1,0,2918
444,384,46,308.2,299.885,1,0,3150
160,123,11,305.619,194.381,1,0,2941
340,306,41,383.601,315.94,3,0,1532
1787,1635,593,491.686,485.092,0,0,1402
22,13,0,317.947,260.894,1,0,3225
164,131,10,370.126,370.126,3,0,1573
121,113,7,323.681,303.326,1,0,1138
372,364,16,409.69,408.544,3,24,2094
30,23,6,309.633,105.791,1,0,1659
95,59,8,313.933,247.993,1,0,2895
65,58,6,323.681,284.69,1,0,748
710,667,192,405.963,396.789,3,6,1303
776,701,26,380.734,370.413,3,8,122
67,36,1,315.08,281.25,1,0,2481
29,26,1,330.275,267.48900000000003,1,0,2197
148,130,12,304.759,281.5370000000001,1,0,3087
181,154,1,326.548,248.567,1,0,2166
20,14,0,311.067,239.679,1,0,2831
156,118,3,307.626,213.303,1,0,2039
38,32,1,431.193,431.193,3,0,2721
24,11,0,313.073,196.101,1,0,894
6,2,0,308.486,274.943,1,0,3143
33,28,1,317.087,241.972,1,0,3005
8,4,0,305.906,221.617,1,0,3413
60,59,0,458.716,441.514,3,3,1028
171,142,3,397.936,383.601,3,0,2455
46,38,14,332.569,259.461,1,0,903
135,124,3,305.619,202.122,1,0,2957
144,117,11,308.773,215.023,1,19,895
353,318,77,334.862,327.122,3,24,1672
853,770,94,418.578,408.257,3,11,1882
1092,979,99,460.722,457.569,0,34,898
2368,2260,236,658.257,563.6469999999998,0,101,2930
249,228,59,375.0,365.826,3,0,476
33,26,9,305.619,288.131,1,0,2989
653,597,62,395.642,375.0,3,11,3391
826,751,141,537.557,471.617,0,5,2967
723,692,54,500.573,473.911,0,38,2086
56,29,3,305.906,277.81,1,0,114
28,25,0,304.186,304.186,1,0,3379
276,253,13,399.943,348.05,3,0,1785
163,127,8,432.626,399.943,3,4,2979
38,24,1,309.92,232.511,1,0,3385
122,87,9,315.367,258.028,1,0,323
22,12,1,316.514,300.172,1,0,2156
264,198,20,362.099,258.601,1,0,1851
34,24,9,332.856,332.856,3,0,2727
802,737,760,632.741,622.706,2,139,305
63,43,3,310.206,249.713,1,0,334
84,53,2,310.493,234.232,1,0,2806
49,43,3,308.773,266.915,1,0,3306
81,57,0,314.7940000000001,283.83,1,0,2778
770,724,88,360.952,359.5180000000001,3,43,2272
300,246,47,461.009,432.339,3,0,2802
69,64,18,488.819,413.704,3,0,1594
430,408,5,356.9380000000001,356.9380000000001,3,0,3474
146,122,55,367.833,367.833,3,0,2965
33,24,2,306.193,296.445,1,0,616
31,19,6,307.626,245.126,1,0,1238
1161,1063,344,736.812,691.8,2,103,3307
51,39,15,319.094,274.943,1,0,1474
131,125,21,313.36,280.677,1,0,3408
387,352,79,373.567,373.567,3,0,1537
59,50,5,317.947,263.475,1,0,296
133,103,10,319.954,286.124,1,0,991
246,202,26,319.094,285.837,1,0,2366
1332,1130,4,333.716,246.273,1,0,1044
291,276,24,475.917,469.037,0,16,1544
924,827,64,581.995,581.995,0,0,1687
156,153,5,360.952,360.952,3,0,1151
122,107,108,571.674,555.3330000000002,0,10,1228
306,281,24,311.353,286.697,1,0,2500
55,38,0,340.023,231.938,1,0,2151
37,24,13,307.626,296.732,1,0,2287
28,23,7,322.534,284.117,1,0,880
229,212,69,397.936,397.936,3,0,1026
426,395,12,411.984,411.984,3,3,2416
327,248,16,386.755,241.972,1,23,164
95,74,13,346.33,341.17,3,0,769
153,126,22,307.339,221.044,1,2,956
12,8,5,307.626,203.268,1,0,1674
76,64,3,356.365,321.6740000000001,3,0,753
25,21,1,459.002,448.968,3,0,238
100,75,21,311.927,207.282,1,0,2506
65,37,11,305.619,213.303,1,0,2243
130,101,19,360.952,319.094,3,0,3284
